189	245.3	615.99	540.92	534.66	517.2	532.72	754.94	921.74	510.07	686.84	924.27	205.85	270.18
394.47	274.82	404.94	322.77	358.73	326.85	312.04	359.97	320.53	363.39	354.93	330.46	278.46	273.5
387.79	385.33	898.73	748.75	599.1	1024.7	1021.5	670.56	799.36	718.51	834.8	999.38	409.61	329.57
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
350.45	275.96	264.94	542.86	281.17	261.32	265.19	184.68	232.92	257.17	184.73	237.24	246.47	215.57
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
319.5	185.43	195.64	310.38	232.12	166.48	222.9	211.79	229.43	225.33	818.5	283.77	231.73	205.42
105.46	251.33	1064.1	733.66	819.01	1015.6	707.9	1019.1	1001.5	725.47	562.87	658.99	270.92	292.02
325.64	205.44	723.07	599.01	791.41	617.07	615.72	794.86	988.89	706.1	592.5	576.85	169.39	294.82
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
290.61	175.73	311.08	267.71	309.34	244.53	318.6	273.54	219.77	253.02	245.92	242.93	234.43	279.27
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
416.05	313.78	307.38	286.79	336.58	318.85	331.24	302.34	321.6	314.63	253.16	276.83	254.84	183.88
284.54	201.36	742.56	652.93	576.61	587.08	597.84	672.04	611.48	513.66	493.4	636.5	222.06	244.64
726.26	546.32	777.28	813.91	788.68	800.87	568.8	814.65	808.85	657.62	610.8	833.13	264.05	234.77
774.67	945.19	410	334.86	272.48	789.63	327.74	226.95	214.9	260.67	284.24	268.15	158.95	89.751
369.62	276.87	910.12	771.88	730.96	766	837.35	964.8	707.82	965.87	912.6	735.03	162.07	159.61
224.34	225.36	331.63	291.7	600.15	244.9	273.41	269.15	307.08	342.97	332.6	387.5	363.25	371.54
310.68	227.89	343.83	342.36	285.42	301.33	296.29	329	283.73	287.84	276.46	266.36	242.49	206.53
318.66	250.98	315.69	268.79	318.87	374.65	261.85	281.09	305.23	273.58	297.34	284.81	141.24	105.95
321	177.6	848.13	573.59	885.14	818.88	578.16	720.8	612.81	615.05	759.8	602.26	304.63	173.77
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
769.55	658.3	691.66	801.03	918.31	637.78	588.3	989.24	541.13	639.96	631.76	640.08	638.23	865.65
349.28	248.46	1059.1	615.77	574.06	511.56	610.93	845.58	617.54	826.87	503.3	583.17	252.62	86.487
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
352.98	247.37	730.49	827.54	791.01	997.07	957.13	606.5	860.29	767.2	547.79	728.61	246.28	278.62
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
215.3	172.64	288.48	195.1	250.95	249.37	218.93	224.89	224	209.35	200.09	212.08	179.02	176.4
881.88	918.78	477.21	389.93	282.5	239.53	302.92	243.55	307.02	299.66	280.08	272.58	240.42	205.47
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
287.05	237.06	878.56	903.29	908.43	720.24	746.59	787.38	838.29	824.76	836.06	832.94	289.39	217.28
531.29	447.28	359.8	397.58	346.15	328.62	308.7	316.54	306.74	244.28	296.3	302.96	277.11	231.59
335.51	205.05	782.19	998.47	844.72	889.41	941.6	744.06	917.55	901.29	947.05	711.27	227.7	200.48
261.93	246.19	594.7	844.29	577.2	589.73	543.36	630.76	643.72	570.81	505.23	695.88	176.48	196.46
380.99	303.27	1095.3	778.84	785.31	884.6	754.69	711.35	875.3	1104.3	640.35	753.24	350.62	167.92
141.78	199.74	272.05	257.3	209.22	295.31	309.43	278.39	290.41	298.95	260.19	297.74	226.3	122.04
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
