NaN	NaN	426.79	414.14	410.69	413.34	418.92	435	414.03	392.51	400.01	416.09	NaN	NaN
NaN	NaN	446.27	429.34	403.57	423.94	379.92	450.57	409.03	363.89	363.34	357.77	NaN	NaN
NaN	NaN	443.18	465.97	812.35	411.68	393.61	404.45	412.85	403.94	395.94	390.64	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	351.02	386.87	357.93	342.21	340.49	348.29	360.29	367.7	359.83	375.08	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	381.48	409.86	420.7	382.42	353.68	408.21	375.32	365.13	367.96	378.57	NaN	NaN
NaN	NaN	468.88	460.53	499.55	409.17	438.66	423.24	418.86	412.67	407.57	409.98	NaN	NaN
NaN	NaN	431.53	423.2	418.88	387.13	383.41	385.38	396.91	383.35	372.13	388.97	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	443.91	430.31	456.04	425.01	504.98	460.58	397.51	436.45	419.3	430.52	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	389.58	392.72	381.43	360.25	395.48	359.67	381.67	388.27	380.86	381.65	NaN	NaN
NaN	NaN	437.77	420.35	407.7	404.95	418.93	385.75	413.53	399.03	391.68	400.57	NaN	NaN
NaN	NaN	439.06	427.9	484.89	452.36	428.97	472.1	430.5	406.79	413.41	531.57	NaN	NaN
NaN	NaN	466.08	453.03	374.19	428.53	482.3	456.63	367.4	482.07	391.55	607.63	NaN	NaN
NaN	NaN	586.25	559.41	516.01	582.49	601.42	597.24	585.91	545.49	614.17	598.78	NaN	NaN
NaN	NaN	376.46	412.53	415.07	399.01	391.69	373.32	387.06	403.81	376.86	399.81	NaN	NaN
NaN	NaN	362.68	374.87	380.45	352.22	366.36	385.78	399.95	366.89	392.49	366.34	NaN	NaN
NaN	NaN	365	373.99	363.1	388.17	360.25	360.21	345.1	349.76	328.81	347.36	NaN	NaN
NaN	NaN	454.97	421.54	403.25	485.48	404.76	419.8	396.11	391.63	403.91	429.15	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	407.94	433.96	442.11	413.2	412.4	427.21	412.28	404.57	396.86	409.68	NaN	NaN
NaN	NaN	425.19	440.7	415.61	386	414.31	417.17	415.99	418.56	400.21	416.31	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	530.61	560.6	600.29	572.09	515.45	515.2	485.21	507.3	507.75	521.58	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	322.07	339.2	378.33	339.98	366.04	329.28	337.94	348.56	345.33	343.07	NaN	NaN
NaN	NaN	432.59	468.95	447.13	436.6	439.85	443.04	404.5	420.18	456.37	478.11	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	466.92	464.78	478.69	456.14	497.35	497.86	442.77	460.05	463.08	447.39	NaN	NaN
NaN	NaN	407.7	395.03	431.85	404.07	422.59	403.69	412.45	392.48	384.91	389.03	NaN	NaN
NaN	NaN	520.78	524.45	542.43	492.26	547.36	500.25	541.82	520.61	518.77	510.52	NaN	NaN
NaN	NaN	371.47	365.77	370.52	367.83	359.39	371.98	387.05	379.41	354.13	363.57	NaN	NaN
NaN	NaN	480.57	511.62	498.09	531.62	469.33	476.08	511.28	488.66	465.9	473.3	NaN	NaN
NaN	NaN	611.51	634.66	679.86	694.96	759.77	722.8	711.37	656.7	637.01	591.08	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	332.49	357.39	333.63	329.75	NaN	348.8	346.31	347.74	365.68	358.04	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	490.08	421.88	466.2	421.59	451.43	455.16	417.31	399.58	415.11	389.58	NaN	NaN
NaN	NaN	467.04	430.25	417.29	463.27	459.68	457.44	412.54	404.51	384	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	492.12	456.25	515.34	508.74	456.46	565.86	544.19	531.65	478.56	569.41	NaN	NaN
NaN	NaN	440.41	428.5	445.98	419.23	432.68	417.73	404.51	422.18	411.66	421.41	NaN	NaN
NaN	NaN	429.88	436.42	442.7	452.34	458.89	424.54	441.9	445.25	423.93	414.18	NaN	NaN
NaN	NaN	421.65	417.71	407.69	395.38	397.73	411.64	394.74	413.53	414.5	403.86	NaN	NaN
NaN	NaN	418.41	436.19	395.42	357.54	397.65	375.51	401.33	374.8	378.02	354.9	NaN	NaN
NaN	NaN	471.38	409.47	485.69	395.99	453.49	468.64	446.39	480.76	527.77	450.69	NaN	NaN
NaN	NaN	432.4	411.93	432.56	397.91	404.03	413.05	408.06	403.44	407.16	395.28	NaN	NaN
NaN	NaN	410.43	405.38	434.27	415.67	427.05	416.22	411.84	414.5	422.96	432.99	NaN	NaN
NaN	NaN	360.17	384.6	385.81	350.51	390.35	361.73	376.12	350.8	399.16	369.82	NaN	NaN
NaN	NaN	454.73	400.61	453.98	445.61	452.21	452.13	489.71	465.95	490.28	535.09	NaN	NaN
NaN	NaN	368.45	371.79	351.77	375.76	375.5	387.11	382.78	361.84	346.6	326.79	NaN	NaN
NaN	NaN	436.36	451.29	471.96	531.24	514.4	456.77	511.67	624.89	512.58	514.96	NaN	NaN
