NaN	NaN	426.79	414.14	410.69	413.34	418.92	435	414.03	392.51	400.01	416.09	NaN	NaN
NaN	NaN	471.27	451.56	423.01	437.83	418.81	467.23	439.58	416.67	393.89	382.77	NaN	NaN
NaN	NaN	443.18	465.97	840.13	411.68	393.61	404.45	412.85	403.94	395.94	390.64	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	381.58	386.87	385.71	369.98	354.38	367.73	390.84	392.7	393.16	397.31	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	431.48	432.08	440.15	412.98	378.68	427.65	400.32	387.36	367.96	409.13	NaN	NaN
NaN	NaN	468.88	460.53	499.55	409.17	438.66	423.24	418.86	412.67	407.57	409.98	NaN	NaN
NaN	NaN	431.53	423.2	418.88	387.13	383.41	385.38	396.91	383.35	372.13	388.97	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	480.03	455.31	483.81	450.01	549.43	482.8	422.51	469.78	441.52	447.18	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	414.58	414.94	409.2	393.58	414.92	398.56	398.34	410.49	403.08	401.09	NaN	NaN
NaN	NaN	437.77	420.35	407.7	404.95	418.93	385.75	413.53	399.03	391.68	400.57	NaN	NaN
NaN	NaN	439.06	427.9	484.89	452.36	428.97	472.1	430.5	406.79	413.41	531.57	NaN	NaN
NaN	NaN	485.52	475.26	404.75	431.31	501.75	481.63	400.73	512.62	424.88	640.96	NaN	NaN
NaN	NaN	586.25	559.41	516.01	582.49	604.2	597.24	588.69	545.49	614.17	598.78	NaN	NaN
NaN	NaN	407.02	434.75	415.07	412.9	422.24	395.54	398.17	423.25	399.08	410.92	NaN	NaN
NaN	NaN	396.02	399.87	399.89	391.11	402.47	408	416.61	389.11	417.49	408.01	NaN	NaN
NaN	NaN	384.44	385.1	393.66	418.72	388.03	379.65	381.21	374.76	353.81	380.69	NaN	NaN
NaN	NaN	454.97	421.54	403.25	485.48	404.76	419.8	396.11	391.63	403.91	429.15	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	407.94	433.96	442.11	413.2	412.4	427.21	412.28	404.57	396.86	409.68	NaN	NaN
