Started: 15-Feb-2018 17:30
1	1	1	1	1	250	0	0	0.000	0.000	0.000	0.049	0.000	0.252	2.258	0.000
2	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	2.258
Started: 15-Feb-2018 17:32
Started: 15-Feb-2018 17:33
Started: 15-Feb-2018 17:34
Started: 15-Feb-2018 17:35
Started: 15-Feb-2018 17:40
Started: 15-Feb-2018 17:44
1	1	1	1	1	250	15	0	0.286	0.000	0.000	0.030	0.000	0.251	2.258	0.000
Started: 15-Feb-2018 17:45
1	1	1	1	1	250	9999	0	0.027	0.000	0.000	0.036	0.000	0.000	2.258	0.000
2	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	2.258
3	1	0	1	0	0	9999	0	0.005	0.000	0.000	2.772	0.000	0.000	2.006	2.758
4	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	4.764
5	1	0	0	0	0	9999	0	0.004	0.000	0.000	5.527	0.000	0.000	2.258	5.514
6	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	7.772
7	1	0	1	0	0	15	0	0.004	0.000	0.000	9.040	0.000	0.000	2.006	9.022
8	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	11.028
9	1	0	1	0	0	15	0	0.834	0.000	0.000	12.542	0.000	0.000	2.132	12.528
10	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.250	14.660
11	1	0	0	0	0	0	0	0.000	0.000	0.000	15.926	0.000	0.000	1.942	15.910
12	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	17.852
13	1	0	0	0	0	0	0	0.000	0.000	0.000	18.362	0.000	0.000	2.132	18.352
14	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	20.484
15	1	1	0	2	350	0	0	0.000	0.000	0.000	20.994	0.000	0.352	1.942	20.984
16	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.500	22.926
17	1	0	0	0	0	0	0	0.000	0.000	0.000	24.445	0.000	0.000	1.879	24.426
18	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	3.000	26.306
19	1	1	1	1	200	0	0	0.000	0.000	0.000	29.316	0.000	0.201	1.942	29.306
20	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.625	31.248
21	1	0	1	0	0	15	0	0.765	0.000	0.000	33.883	0.000	0.000	2.132	33.873
22	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.875	36.005
23	1	0	1	0	0	0	0	0.000	0.000	0.000	38.902	0.000	0.000	1.942	38.880
24	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.750	40.822
25	1	0	1	0	0	22	0	0.270	0.000	0.000	42.587	0.000	0.000	1.879	42.572
26	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	44.451
27	1	0	0	0	0	22	0	0.297	0.000	0.000	45.221	0.000	0.000	1.942	45.201
28	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	47.144
29	1	1	0	2	400	0	0	0.000	0.000	0.000	48.038	0.000	0.400	1.942	48.019
30	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	49.961
31	1	0	0	0	0	0	0	0.000	0.000	0.000	50.474	0.000	0.000	2.258	50.461
32	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.750	52.720
33	1	0	0	0	0	0	0	0.000	0.000	0.000	53.489	0.000	0.000	1.942	53.470
34	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	55.412
35	1	0	0	0	0	0	0	0.000	0.000	0.000	56.058	0.000	0.000	1.942	56.037
36	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	57.979
37	1	0	0	0	0	0	0	0.000	0.000	0.000	58.624	0.000	0.000	1.879	58.604
38	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	2.125	60.483
39	1	0	1	0	0	0	0	0.000	0.000	0.000	62.626	0.000	0.000	2.006	62.608
40	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.500	64.614
41	1	0	1	0	0	0	0	0.000	0.000	0.000	65.128	0.000	0.000	2.006	65.114
42	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	67.120
43	1	1	1	2	450	0	0	0.000	0.000	0.000	68.011	0.000	0.451	1.879	67.995
44	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	1.000	69.874
45	1	1	0	1	250	0	0	0.000	0.000	0.000	70.895	0.000	0.252	2.006	70.874
46	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	72.879
47	1	0	1	0	0	0	0	0.000	0.000	0.000	73.529	0.000	0.000	1.942	73.504
48	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	75.447
49	1	0	0	0	0	0	0	0.000	0.000	0.000	76.097	0.000	0.000	1.942	76.072
50	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	78.014
51	1	0	1	0	0	0	0	0.000	0.000	0.000	78.663	0.000	0.000	1.942	78.639
52	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.625	80.581
53	1	0	0	0	0	0	0	0.000	0.000	0.000	81.219	0.000	0.000	1.942	81.206
54	1	2	2	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.875	83.149
55	1	0	1	0	0	0	0	0.000	0.000	0.000	84.048	0.000	0.000	2.132	84.024
